Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-432722,Golgi Associated Vesicle Biogenesis,1,61,0.00414374,0.353380126,0.353380126,4,7,5.29E-04,9606,Homo sapiens,TPD52,,R-HSA-421831;R-HSA-421836;R-HSA-421835;R-HSA-421833
R-HSA-109606,Intrinsic Pathway for Apoptosis,1,61,0.00414374,0.353380126,0.353380126,2,62,0.004686673,9606,Homo sapiens,YWHAZ,,R-HSA-139906;R-HSA-139899
R-HSA-5654736,Signaling by FGFR1,1,62,0.00421167,0.357995053,0.357995053,16,48,0.003628392,9606,Homo sapiens,FRS2,,R-HSA-5654672;R-HSA-5654673;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654392;R-HSA-5654692;R-HSA-5654596;R-HSA-5654594;R-HSA-5654690;R-HSA-5654592;R-HSA-5654560;R-HSA-5654575;R-HSA-8941623;R-HSA-5654569
R-HSA-4551638,SUMOylation of chromatin organization proteins,1,62,0.00421167,0.357995053,0.357995053,2,15,0.001133873,9606,Homo sapiens,NUP107,,R-HSA-4615987;R-HSA-4615872
R-HSA-73929,"Base-Excision Repair, AP Site Formation",1,62,0.00421167,0.357995053,0.357995053,6,62,0.004686673,9606,Homo sapiens,TERF1,,R-HSA-9629216;R-HSA-9629483;R-HSA-9629195;R-HSA-9629497;R-HSA-9629372;R-HSA-9629373
R-HSA-193648,NRAGE signals death through JNK,1,63,0.004279601,0.362577354,0.362577354,1,7,5.29E-04,9606,Homo sapiens,ASH2L,,R-HSA-205039
R-HSA-5339562,Uptake and actions of bacterial toxins,1,63,0.004279601,0.362577354,0.362577354,1,66,0.004989039,9606,Homo sapiens,STX1A,,R-HSA-181567
R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,1,64,0.004347531,0.367127258,0.367127258,2,2,1.51E-04,9606,Homo sapiens,UBE2C,,R-HSA-174058;R-HSA-174057
R-HSA-429914,Deadenylation-dependent mRNA decay,1,65,0.004415461,0.371644992,0.371644992,3,10,7.56E-04,9606,Homo sapiens,LSM1,,R-HSA-429860;R-HSA-429845;R-HSA-429978
R-HSA-5655253,Signaling by FGFR2 in disease,1,65,0.004415461,0.371644992,0.371644992,7,28,0.002116562,9606,Homo sapiens,FRS2,,R-HSA-5655268;R-HSA-5655233;R-HSA-5655245;R-HSA-5655323;R-HSA-5655339;R-HSA-5655320;R-HSA-5655241
R-HSA-2980766,Nuclear Envelope Breakdown,1,65,0.004415461,0.371644992,0.371644992,2,13,9.83E-04,9606,Homo sapiens,NUP107,,R-HSA-2990880;R-HSA-2990882
R-HSA-8956320,Nucleobase biosynthesis,1,65,0.004415461,0.371644992,0.371644992,3,24,0.001814196,9606,Homo sapiens,SRGAP1,,R-HSA-73571;R-HSA-73573;R-HSA-73577
R-HSA-112399,IRS-mediated signalling,1,65,0.004415461,0.371644992,0.371644992,1,9,6.80E-04,9606,Homo sapiens,FRS2,,R-HSA-109699
R-HSA-1483191,Synthesis of PC,1,65,0.004415461,0.371644992,0.371644992,1,18,0.001360647,9606,Homo sapiens,BRCA1,,R-HSA-8873929
R-HSA-72306,tRNA processing,2,182,0.012363291,0.373175259,0.373175259,2,54,0.004081941,9606,Homo sapiens,NUP107;CPSF1,,R-HSA-5696813;R-HSA-6783483
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,2,183,0.012431221,0.375719663,0.375719663,14,131,0.009902487,9606,Homo sapiens,NUP107;BRCA1,,R-HSA-2997709;R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-4615872;R-HSA-3000348;R-HSA-5228508;R-HSA-4615987;R-HSA-3000411;R-HSA-4570493;R-HSA-4551679;R-HSA-4655355;R-HSA-2997616
R-HSA-194441,Metabolism of non-coding RNA,1,66,0.004483391,0.376130782,0.376130782,2,6,4.54E-04,9606,Homo sapiens,NUP107,,R-HSA-191825;R-HSA-191830
R-HSA-191859,snRNP Assembly,1,66,0.004483391,0.376130782,0.376130782,2,6,4.54E-04,9606,Homo sapiens,NUP107,,R-HSA-191825;R-HSA-191830
R-HSA-4608870,Asymmetric localization of PCP proteins,1,66,0.004483391,0.376130782,0.376130782,2,7,5.29E-04,9606,Homo sapiens,SCRIB,,R-HSA-4608866;R-HSA-4608862
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",1,66,0.004483391,0.376130782,0.376130782,1,6,4.54E-04,9606,Homo sapiens,EIF4EBP1,,R-HSA-72622
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,1,67,0.004551321,0.380584851,0.380584851,10,39,0.002948069,9606,Homo sapiens,BRCA1,,R-HSA-5683735;R-HSA-69891;R-HSA-9700998;R-HSA-5659781;R-HSA-5693551;R-HSA-9701000;R-HSA-5683801;R-HSA-5683385;R-HSA-9707051;R-HSA-9701003
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,1,67,0.004551321,0.380584851,0.380584851,2,13,9.83E-04,9606,Homo sapiens,ASH2L,,R-HSA-3364026;R-HSA-3364014
R-HSA-72163,mRNA Splicing - Major Pathway,2,185,0.012567081,0.380796042,0.380796042,9,9,6.80E-04,9606,Homo sapiens,TPD52;CPSF1,,R-HSA-72160;R-HSA-72130;R-HSA-72231;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127
R-HSA-5619102,SLC transporter disorders,2,185,0.012567081,0.380796042,0.380796042,2,65,0.004913448,9606,Homo sapiens,NUP107;SLC39A4,,R-HSA-5661474;R-HSA-5654125
R-HSA-2262752,Cellular responses to stress,6,700,0.047551117,0.382722177,0.382722177,39,230,0.017386046,9606,Homo sapiens,NUP107;CCNE2;UBE2C;HSF1;TERF1;ATP6V1C1,,R-HSA-3790137;R-HSA-5324632;R-HSA-3790130;R-HSA-5082369;R-HSA-4793925;R-HSA-3788725;R-HSA-9645598;R-HSA-3371518;R-HSA-3371582;R-HSA-3788724;R-HSA-9640195;R-HSA-3371554;R-HSA-4793819;R-HSA-3785711;R-HSA-9646468;R-HSA-3371435;R-HSA-5324617;R-HSA-3788705;R-HSA-5252041;R-HSA-5082391;R-HSA-5082384;R-HSA-3788708;R-HSA-5082387;R-HSA-5082409;R-HSA-9639286;R-HSA-5082405;R-HSA-5333051;R-HSA-3371586;R-HSA-9640167;R-HSA-3371591;R-HSA-3371527;R-HSA-3371467;R-HSA-3371531;R-HSA-5082356;R-HSA-9640168;R-HSA-9645608;R-HSA-69562;R-HSA-9640175;R-HSA-4793911
R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,1,68,0.004619251,0.385007421,0.385007421,3,3,2.27E-04,9606,Homo sapiens,UBE2C,,R-HSA-174144;R-HSA-174202;R-HSA-174121
R-HSA-983189,Kinesins,1,68,0.004619251,0.385007421,0.385007421,2,14,0.001058281,9606,Homo sapiens,KIFC2,,R-HSA-983259;R-HSA-983266
R-HSA-180786,Extension of Telomeres,1,69,0.004687182,0.389398713,0.389398713,23,28,0.002116562,9606,Homo sapiens,TERF1,,R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-9686521;R-HSA-174441;R-HSA-164617;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-164620;R-HSA-174445;R-HSA-9686524;R-HSA-163090;R-HSA-174451;R-HSA-174448;R-HSA-163120;R-HSA-174452;R-HSA-163099;R-HSA-174427;R-HSA-174456;R-HSA-163096;R-HSA-174425;R-HSA-176702
R-HSA-2428928,IRS-related events triggered by IGF1R,1,69,0.004687182,0.389398713,0.389398713,1,12,9.07E-04,9606,Homo sapiens,FRS2,,R-HSA-109699
R-HSA-5578775,Ion homeostasis,1,69,0.004687182,0.389398713,0.389398713,1,16,0.001209464,9606,Homo sapiens,ATP2A2,,R-HSA-427910
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,1,70,0.004755112,0.393758945,0.393758945,1,22,0.001663013,9606,Homo sapiens,CCNE2,,R-HSA-69562
R-HSA-69563,p53-Dependent G1 DNA Damage Response,1,70,0.004755112,0.393758945,0.393758945,1,22,0.001663013,9606,Homo sapiens,CCNE2,,R-HSA-69562
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,1,71,0.004823042,0.398088337,0.398088337,3,3,2.27E-04,9606,Homo sapiens,TUBG1,,R-HSA-380294;R-HSA-380272;R-HSA-380303
R-HSA-380259,Loss of Nlp from mitotic centrosomes,1,71,0.004823042,0.398088337,0.398088337,2,2,1.51E-04,9606,Homo sapiens,TUBG1,,R-HSA-380272;R-HSA-380303
R-HSA-8848021,Signaling by PTK6,1,71,0.004823042,0.398088337,0.398088337,2,53,0.00400635,9606,Homo sapiens,CCND1,,R-HSA-8848436;R-HSA-8848414
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,1,71,0.004823042,0.398088337,0.398088337,2,53,0.00400635,9606,Homo sapiens,CCND1,,R-HSA-8848436;R-HSA-8848414
R-HSA-1257604,PIP3 activates AKT signaling,3,319,0.021669724,0.398203373,0.398203373,3,86,0.006500869,9606,Homo sapiens,RPS6KB2;FRS2;BRCA1,,R-HSA-2316434;R-HSA-8850945;R-HSA-199839
R-HSA-2990846,SUMOylation,2,192,0.013042592,0.398425777,0.398425777,14,140,0.01058281,9606,Homo sapiens,NUP107;BRCA1,,R-HSA-2997709;R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-4615872;R-HSA-3000348;R-HSA-5228508;R-HSA-4615987;R-HSA-3000411;R-HSA-4570493;R-HSA-4551679;R-HSA-4655355;R-HSA-2997616
R-HSA-168325,Viral Messenger RNA Synthesis,1,72,0.004890972,0.402387102,0.402387102,2,6,4.54E-04,9606,Homo sapiens,NUP107,,R-HSA-192627;R-HSA-192925
R-HSA-2428924,IGF1R signaling cascade,1,72,0.004890972,0.402387102,0.402387102,1,17,0.001285056,9606,Homo sapiens,FRS2,,R-HSA-109699
R-HSA-74751,Insulin receptor signalling cascade,1,72,0.004890972,0.402387102,0.402387102,1,25,0.001889788,9606,Homo sapiens,FRS2,,R-HSA-109699
R-HSA-69615,G1/S DNA Damage Checkpoints,1,72,0.004890972,0.402387102,0.402387102,1,26,0.001965379,9606,Homo sapiens,CCNE2,,R-HSA-69562
R-HSA-983231,Factors involved in megakaryocyte development and platelet production,2,194,0.013178453,0.403421416,0.403421416,3,43,0.003250435,9606,Homo sapiens,KIFC2;CABLES2,,R-HSA-983259;R-HSA-1013833;R-HSA-983266
R-HSA-8953897,Cellular responses to external stimuli,6,718,0.04877386,0.405807581,0.405807581,39,261,0.019729382,9606,Homo sapiens,NUP107;CCNE2;UBE2C;HSF1;TERF1;ATP6V1C1,,R-HSA-3790137;R-HSA-5324632;R-HSA-3790130;R-HSA-5082369;R-HSA-4793925;R-HSA-3788725;R-HSA-9645598;R-HSA-3371518;R-HSA-3371582;R-HSA-3788724;R-HSA-9640195;R-HSA-3371554;R-HSA-4793819;R-HSA-3785711;R-HSA-9646468;R-HSA-3371435;R-HSA-5324617;R-HSA-3788705;R-HSA-5252041;R-HSA-5082391;R-HSA-5082384;R-HSA-3788708;R-HSA-5082387;R-HSA-5082409;R-HSA-9639286;R-HSA-5082405;R-HSA-5333051;R-HSA-3371586;R-HSA-9640167;R-HSA-3371591;R-HSA-3371527;R-HSA-3371467;R-HSA-3371531;R-HSA-5082356;R-HSA-9640168;R-HSA-9645608;R-HSA-69562;R-HSA-9640175;R-HSA-4793911
R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,1,73,0.004958902,0.406655457,0.406655457,3,3,2.27E-04,9606,Homo sapiens,UBE2C,,R-HSA-174171;R-HSA-174104;R-HSA-174255
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),1,73,0.004958902,0.406655457,0.406655457,1,19,0.001436239,9606,Homo sapiens,FRS2,,R-HSA-109699
R-HSA-422475,Axon guidance,5,586,0.039807078,0.40692469,0.40692469,7,298,0.022526268,9606,Homo sapiens,YTHDF1;FRS2;ASH2L;BRCA1;SRGAP1,,R-HSA-555065;R-HSA-3928617;R-HSA-428533;R-HSA-376145;R-HSA-392752;R-HSA-8855564;R-HSA-3928612
R-HSA-72172,mRNA Splicing,2,196,0.013314313,0.408397754,0.408397754,14,14,0.001058281,9606,Homo sapiens,TPD52;CPSF1,,R-HSA-72160;R-HSA-72130;R-HSA-72231;R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-72139;R-HSA-72107;R-HSA-75083;R-HSA-75082;R-HSA-72143;R-HSA-156661;R-HSA-72124;R-HSA-72127
R-HSA-1483257,Phospholipid metabolism,3,325,0.022077305,0.409694443,0.409694443,4,218,0.016478948,9606,Homo sapiens,AGPAT6;DDHD2;BRCA1,,R-HSA-549112;R-HSA-75885;R-HSA-6786650;R-HSA-8873929
R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,1,74,0.005026832,0.410893615,0.410893615,6,6,4.54E-04,9606,Homo sapiens,UBE2C,,R-HSA-174195;R-HSA-9686980;R-HSA-9686969;R-HSA-174088;R-HSA-174105;R-HSA-188191
R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,1,74,0.005026832,0.410893615,0.410893615,6,6,4.54E-04,9606,Homo sapiens,UBE2C,,R-HSA-179410;R-HSA-174171;R-HSA-174104;R-HSA-179417;R-HSA-174255;R-HSA-179421
R-HSA-8854518,AURKA Activation by TPX2,1,74,0.005026832,0.410893615,0.410893615,2,2,1.51E-04,9606,Homo sapiens,TUBG1,,R-HSA-8853405;R-HSA-8853419
R-HSA-8948751,Regulation of PTEN stability and activity,1,74,0.005026832,0.410893615,0.410893615,1,13,9.83E-04,9606,Homo sapiens,BRCA1,,R-HSA-8850945
R-HSA-5693606,DNA Double Strand Break Response,1,75,0.005094763,0.415101786,0.415101786,10,48,0.003628392,9606,Homo sapiens,BRCA1,,R-HSA-5683735;R-HSA-69891;R-HSA-9700998;R-HSA-5659781;R-HSA-5693551;R-HSA-9701000;R-HSA-5683801;R-HSA-5683385;R-HSA-9707051;R-HSA-9701003
R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,1,76,0.005162693,0.419280181,0.419280181,13,13,9.83E-04,9606,Homo sapiens,UBE2C,,R-HSA-174144;R-HSA-174120;R-HSA-174121;R-HSA-174255;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-174202;R-HSA-174171;R-HSA-174104;R-HSA-179417;R-HSA-174238;R-HSA-179421
R-HSA-936837,Ion transport by P-type ATPases,1,76,0.005162693,0.419280181,0.419280181,2,15,0.001133873,9606,Homo sapiens,ATP2A2,,R-HSA-427910;R-HSA-418365
R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,1,77,0.005230623,0.423429008,0.423429008,15,15,0.001133873,9606,Homo sapiens,UBE2C,,R-HSA-174144;R-HSA-174119;R-HSA-174120;R-HSA-174121;R-HSA-174255;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-174132;R-HSA-174202;R-HSA-174171;R-HSA-174104;R-HSA-179417;R-HSA-174238;R-HSA-179421
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,1,78,0.005298553,0.427548476,0.427548476,12,33,0.00249452,9606,Homo sapiens,ASH2L,,R-HSA-8936616;R-HSA-8937016;R-HSA-8937097;R-HSA-8937050;R-HSA-8935740;R-HSA-8937037;R-HSA-8936621;R-HSA-8936481;R-HSA-8936979;R-HSA-8936995;R-HSA-8935731;R-HSA-8936628
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,1,79,0.005366483,0.431638789,0.431638789,2,15,0.001133873,9606,Homo sapiens,YWHAZ,,R-HSA-1454689;R-HSA-1445149
R-HSA-5689880,Ub-specific processing proteases,2,206,0.013993615,0.432974523,0.432974523,2,40,0.00302366,9606,Homo sapiens,ADRM1;VDAC3,,R-HSA-5689539;R-HSA-5696872
R-HSA-199992,trans-Golgi Network Vesicle Budding,1,80,0.005434413,0.435700153,0.435700153,4,19,0.001436239,9606,Homo sapiens,TPD52,,R-HSA-421831;R-HSA-421836;R-HSA-421835;R-HSA-421833
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",1,80,0.005434413,0.435700153,0.435700153,1,17,0.001285056,9606,Homo sapiens,ASH2L,,R-HSA-205039
R-HSA-5625740,RHO GTPases activate PKNs,1,80,0.005434413,0.435700153,0.435700153,1,20,0.00151183,9606,Homo sapiens,YWHAZ,,R-HSA-75016
R-HSA-5578749,Transcriptional regulation by small RNAs,1,81,0.005502344,0.439732769,0.439732769,1,5,3.78E-04,9606,Homo sapiens,NUP107,,R-HSA-5578744
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,1,81,0.005502344,0.439732769,0.439732769,2,33,0.00249452,9606,Homo sapiens,RRM2B,,R-HSA-8866405;R-HSA-111804
R-HSA-1222556,ROS and RNS production in phagocytes,1,82,0.005570274,0.44373684,0.44373684,1,45,0.003401618,9606,Homo sapiens,ATP6V1C1,,R-HSA-1222516
R-HSA-983712,Ion channel transport,2,212,0.014401196,0.44746222,0.44746222,3,44,0.003326026,9606,Homo sapiens,ATP2A2;ATP6V1C1,,R-HSA-427910;R-HSA-5252133;R-HSA-418365
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,1,83,0.005638204,0.447712565,0.447712565,4,14,0.001058281,9606,Homo sapiens,UBE2C,,R-HSA-188371;R-HSA-174139;R-HSA-141423;R-HSA-174079
R-HSA-1169408,ISG15 antiviral mechanism,1,83,0.005638204,0.447712565,0.447712565,1,16,0.001209464,9606,Homo sapiens,NUP107,,R-HSA-1176059
R-HSA-917937,Iron uptake and transport,1,83,0.005638204,0.447712565,0.447712565,2,34,0.002570111,9606,Homo sapiens,ATP6V1C1,,R-HSA-5252133;R-HSA-917841
R-HSA-8852135,Protein ubiquitination,1,84,0.005706134,0.451660144,0.451660144,2,32,0.002418928,9606,Homo sapiens,UBE2C,,R-HSA-8852130;R-HSA-8852129
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,2,216,0.014672916,0.45700704,0.45700704,1,47,0.003552801,9606,Homo sapiens,CCND1,,R-HSA-6790036
R-HSA-9675108,Nervous system development,5,622,0.042252564,0.457598098,0.457598098,7,324,0.024491647,9606,Homo sapiens,YTHDF1;FRS2;ASH2L;BRCA1;SRGAP1,,R-HSA-555065;R-HSA-3928617;R-HSA-428533;R-HSA-376145;R-HSA-392752;R-HSA-8855564;R-HSA-3928612
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,2,218,0.014808777,0.461744395,0.461744395,11,48,0.003628392,9606,Homo sapiens,KIFC2;STX16,,R-HSA-6811431;R-HSA-6814678;R-HSA-6814676;R-HSA-6811426;R-HSA-6814674;R-HSA-6811423;R-HSA-6814671;R-HSA-6814684;R-HSA-6814683;R-HSA-6814682;R-HSA-6811433
R-HSA-416482,G alpha (12/13) signalling events,1,87,0.005909925,0.463335967,0.463335967,1,15,0.001133873,9606,Homo sapiens,ASH2L,,R-HSA-419166
R-HSA-5654738,Signaling by FGFR2,1,88,0.005977855,0.46717292,0.46717292,16,46,0.003477209,9606,Homo sapiens,FRS2,,R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654677;R-HSA-5654608;R-HSA-5654622;R-HSA-5654399;R-HSA-5654620;R-HSA-5654397;R-HSA-5654618;R-HSA-5654562;R-HSA-5654607;R-HSA-8941618;R-HSA-5654701;R-HSA-5654729;R-HSA-5654697
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,1,88,0.005977855,0.46717292,0.46717292,6,24,0.001814196,9606,Homo sapiens,NUP107,,R-HSA-9615937;R-HSA-9634219;R-HSA-9618378;R-HSA-9634169;R-HSA-9615945;R-HSA-9615901
R-HSA-1912408,Pre-NOTCH Transcription and Translation,1,89,0.006045785,0.470982699,0.470982699,2,28,0.002116562,9606,Homo sapiens,CCND1,,R-HSA-4395227;R-HSA-1912416
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),1,91,0.006181645,0.478521498,0.478521498,6,22,0.001663013,9606,Homo sapiens,UBE2C,,R-HSA-3790137;R-HSA-3788705;R-HSA-3790130;R-HSA-3788725;R-HSA-3788724;R-HSA-3788708
R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,1,92,0.006249575,0.482250895,0.482250895,29,40,0.00302366,9606,Homo sapiens,UBE2C,,R-HSA-174144;R-HSA-174088;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-188371;R-HSA-174224;R-HSA-9686980;R-HSA-174171;R-HSA-174104;R-HSA-174105;R-HSA-179417;R-HSA-174238;R-HSA-188191;R-HSA-179421;R-HSA-174119;R-HSA-174058;R-HSA-9686969;R-HSA-174120;R-HSA-174057;R-HSA-174121;R-HSA-174255;R-HSA-141423;R-HSA-174195;R-HSA-174070;R-HSA-174132;R-HSA-174202;R-HSA-174139;R-HSA-174079
R-HSA-453276,Regulation of mitotic cell cycle,1,92,0.006249575,0.482250895,0.482250895,29,40,0.00302366,9606,Homo sapiens,UBE2C,,R-HSA-174144;R-HSA-174088;R-HSA-174157;R-HSA-179410;R-HSA-174227;R-HSA-188371;R-HSA-174224;R-HSA-9686980;R-HSA-174171;R-HSA-174104;R-HSA-174105;R-HSA-179417;R-HSA-174238;R-HSA-188191;R-HSA-179421;R-HSA-174119;R-HSA-174058;R-HSA-9686969;R-HSA-174120;R-HSA-174057;R-HSA-174121;R-HSA-174255;R-HSA-141423;R-HSA-174195;R-HSA-174070;R-HSA-174132;R-HSA-174202;R-HSA-174139;R-HSA-174079
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,1,92,0.006249575,0.482250895,0.482250895,4,12,9.07E-04,9606,Homo sapiens,TUBG1,,R-HSA-3000319;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840
R-HSA-9013694,Signaling by NOTCH4,1,92,0.006249575,0.482250895,0.482250895,2,20,0.00151183,9606,Homo sapiens,YWHAZ,,R-HSA-9604387;R-HSA-9604308
R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,1,93,0.006317506,0.485953873,0.485953873,1,26,0.001965379,9606,Homo sapiens,YWHAZ,,R-HSA-450620
R-HSA-9006925,Intracellular signaling by second messengers,3,366,0.024862441,0.486141439,0.486141439,3,114,0.008617431,9606,Homo sapiens,RPS6KB2;FRS2;BRCA1,,R-HSA-2316434;R-HSA-8850945;R-HSA-199839
R-HSA-8953854,Metabolism of RNA,6,782,0.053121391,0.487035797,0.487035797,45,187,0.014135611,9606,Homo sapiens,TPD52;BOP1;NUP107;CPSF1;LSM1;YWHAZ,,R-HSA-8849157;R-HSA-72130;R-HSA-159046;R-HSA-75079;R-HSA-159050;R-HSA-75081;R-HSA-75080;R-HSA-72139;R-HSA-75083;R-HSA-75082;R-HSA-72143;R-HSA-111439;R-HSA-77587;R-HSA-429845;R-HSA-191825;R-HSA-158481;R-HSA-6791219;R-HSA-77589;R-HSA-191830;R-HSA-77591;R-HSA-158484;R-HSA-77590;R-HSA-77593;R-HSA-75097;R-HSA-77592;R-HSA-75096;R-HSA-6791228;R-HSA-77594;R-HSA-75098;R-HSA-429978;R-HSA-6783483;R-HSA-72160;R-HSA-429860;R-HSA-72231;R-HSA-72107;R-HSA-158441;R-HSA-158447;R-HSA-72180;R-HSA-156661;R-HSA-72185;R-HSA-450620;R-HSA-5696813;R-HSA-72124;R-HSA-72127;R-HSA-159101
R-HSA-5419276,Mitochondrial translation termination,1,94,0.006385436,0.489630618,0.489630618,5,5,3.78E-04,9606,Homo sapiens,ERAL1,,R-HSA-5419264;R-HSA-5419281;R-HSA-5419271;R-HSA-5419273;R-HSA-5419277
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,1,94,0.006385436,0.489630618,0.489630618,4,4,3.02E-04,9606,Homo sapiens,NUP107,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-141424,Amplification of signal from the kinetochores,1,94,0.006385436,0.489630618,0.489630618,4,4,3.02E-04,9606,Homo sapiens,NUP107,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-5389840,Mitochondrial translation elongation,1,94,0.006385436,0.489630618,0.489630618,5,8,6.05E-04,9606,Homo sapiens,ERAL1,,R-HSA-5389842;R-HSA-5389857;R-HSA-5389848;R-HSA-5419279;R-HSA-5419261
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,1,94,0.006385436,0.489630618,0.489630618,5,11,8.32E-04,9606,Homo sapiens,INTS2,,R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6814555;R-HSA-6814554
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,1,94,0.006385436,0.489630618,0.489630618,1,31,0.002343337,9606,Homo sapiens,NUP107,,R-HSA-1176059
R-HSA-1226099,Signaling by FGFR in disease,1,95,0.006453366,0.493281313,0.493281313,35,106,0.008012699,9606,Homo sapiens,FRS2,,R-HSA-5655252;R-HSA-8853316;R-HSA-8853315;R-HSA-8853314;R-HSA-5655315;R-HSA-5655248;R-HSA-5655326;R-HSA-5655262;R-HSA-5655263;R-HSA-8853323;R-HSA-5655323;R-HSA-5655320;R-HSA-5655235;R-HSA-5655233;R-HSA-5655245;R-HSA-5655240;R-HSA-5655241;R-HSA-5655351;R-HSA-5655348;R-HSA-5655284;R-HSA-5655285;R-HSA-5655347;R-HSA-5655295;R-HSA-5655290;R-HSA-5655289;R-HSA-5655270;R-HSA-5655268;R-HSA-5655269;R-HSA-5655266;R-HSA-5655278;R-HSA-8853310;R-HSA-8853308;R-HSA-5655277;R-HSA-8853307;R-HSA-5655339
R-HSA-5368286,Mitochondrial translation initiation,1,96,0.006521296,0.496906142,0.496906142,3,4,3.02E-04,9606,Homo sapiens,ERAL1,,R-HSA-5368279;R-HSA-5389849;R-HSA-5389839
R-HSA-5689603,UCH proteinases,1,98,0.006657156,0.504078924,0.504078924,2,11,8.32E-04,9606,Homo sapiens,ADRM1,,R-HSA-5665854;R-HSA-5665871
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,1,99,0.006725087,0.507627237,0.507627237,8,9,6.80E-04,9606,Homo sapiens,TUBG1,,R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009
R-HSA-112310,Neurotransmitter release cycle,1,99,0.006725087,0.507627237,0.507627237,12,37,0.002796886,9606,Homo sapiens,STX1A,,R-HSA-888589;R-HSA-380869;R-HSA-380901;R-HSA-372529;R-HSA-374899;R-HSA-210426;R-HSA-380574;R-HSA-372505;R-HSA-380905;R-HSA-210430;R-HSA-917744;R-HSA-374922
R-HSA-4086400,PCP/CE pathway,1,99,0.006725087,0.507627237,0.507627237,2,24,0.001814196,9606,Homo sapiens,SCRIB,,R-HSA-4608866;R-HSA-4608862
R-HSA-73884,Base Excision Repair,1,99,0.006725087,0.507627237,0.507627237,6,105,0.007937108,9606,Homo sapiens,TERF1,,R-HSA-9629216;R-HSA-9629483;R-HSA-9629195;R-HSA-9629497;R-HSA-9629372;R-HSA-9629373
R-HSA-2682334,EPH-Ephrin signaling,1,101,0.006860947,0.514648594,0.514648594,2,56,0.004233124,9606,Homo sapiens,ASH2L,,R-HSA-3928617;R-HSA-3928612
